customer_id,archetype,age,gender,product_category_preference,support_tickets,annual_income,spending_score,recency_days,frequency,monetary,discount_usage_rate,loyalty_years,returns_rate,online_purchase_ratio,avg_order_value,clv_score,engagement_score
CUST_0034,C,18,M,Clothing,0,20604.16,64,44,41,1202.17,0.9432755691215509,5,0.19926102441590735,0.6226171226189282,29.32,1095.31,96.73
CUST_0035,C,64,M,Books,3,38884.48,66,33,38,2060.08,0.7128676526095059,2,0.24165088455354672,0.865577692190594,54.21,2302.44,87.34
CUST_0036,B,49,F,Grocery,2,32735.7,62,141,12,423.36,0.4055646584280987,0,0.11247581084977876,0.45877214130681887,35.28,35.78,27.88
CUST_0037,D,19,M,Clothing,0,93822.91,10,289,2,4787.26,0.07330378483732139,9,0.3467006834783212,0.4881742915762886,2393.63,33.02,14.11
CUST_0038,C,66,F,Electronics,0,45294.69,65,38,34,1137.58,0.9972283452506907,6,0.2599297757191071,0.7886552482643693,33.46,991.74,86.4
CUST_0039,C,53,M,Electronics,1,30861.27,59,24,33,3046.76,0.8710426994502881,7,0.1649627366308709,0.9143399583148949,92.33,4021.72,85.45
CUST_0040,A,22,M,Grocery,6,170348.77,79,21,73,6306.46,0.051799244350845625,14,0.02077504299722149,0.6353457269539082,86.39,20925.98,145.47
CUST_0041,A,49,F,Home,3,117531.72,77,20,56,11274.98,0.04929965640873147,9,0.021889622048098724,0.41223100236771726,201.34,30066.61,116.24
CUST_0042,E,27,M,Books,2,22005.29,67,31,9,161.22,0.8203750542825443,1,0.01870591038539978,0.9098106837025092,17.91,45.34,33.42
CUST_0043,A,53,M,Electronics,5,146553.19,96,10,47,11391.53,0.07187201588013144,12,0.002318778782442795,0.6777589536778262,242.37,48672.9,102.56
CUST_0044,B,47,F,Grocery,4,31995.57,59,166,6,782.12,0.25615704303391995,3,0.10017837214913199,0.21132930368184216,130.35,28.1,4.83
CUST_0045,D,34,F,Electronics,0,119256.62,34,318,2,4761.88,0.18843602808445956,9,0.2352657112863638,0.3266050371860501,2380.94,29.86,10.85
CUST_0046,B,48,F,Electronics,4,31294.92,52,149,8,1050.9,0.3318926834573103,2,0.12532813974913945,0.2637089634128586,131.36,56.05,9.95
CUST_0047,B,33,F,Grocery,2,61045.28,44,133,7,1116.2,0.3642405332604969,2,0.06464452213484778,0.30000606300905347,159.46,58.31,14.75
CUST_0048,B,41,F,Books,1,38540.88,41,65,12,712.81,0.2146589599207858,1,0.07567067258032263,0.597111188621877,59.4,129.6,34.48
CUST_0049,A,46,M,Beauty,0,101655.42,80,26,76,14633.98,0.04468035676878099,10,0.037903638928948456,0.7054015471826017,192.55,41191.94,169.95
CUST_0050,D,67,M,Grocery,1,109935.92,23,197,4,3100.16,0.17272161946464565,8,0.28035051788441057,0.4469885864691581,775.04,62.63,14.45
CUST_0051,D,62,M,Home,3,148986.4,23,357,3,2698.6,0.09830748575933435,8,0.28206580940897413,0.399956134186063,899.53,22.61,5.28
CUST_0052,A,33,F,Books,0,167907.1,94,1,52,10214.8,0.007049290011752619,7,0.032037944335218484,0.7785050332549471,196.44,265584.8,200.0
CUST_0053,D,38,F,Electronics,1,136118.02,12,235,5,5698.72,0.1733452365483206,4,0.3128576592385863,0.597258271027724,1139.74,120.74,19.37
CUST_0054,A,54,F,Electronics,2,104539.36,99,21,76,14642.78,0.1071479352374075,10,0.011107174949949587,0.39060954305157475,192.67,50584.15,158.57
CUST_0055,C,54,M,Beauty,1,47834.0,63,23,56,1062.48,0.9912928743774707,4,0.21843398928507182,0.7994337779854973,18.97,2479.12,129.34
CUST_0056,E,42,F,Beauty,6,32229.2,86,1,13,349.85,0.5543543799416605,0,0.07238304714273984,0.7655304736999482,26.91,2274.02,123.31
CUST_0057,C,46,F,Grocery,1,33665.22,70,16,28,1785.43,0.8188098773323107,4,0.10267458884456197,0.5159560409437947,63.77,2940.71,69.57
CUST_0058,D,42,M,Clothing,3,99077.54,14,185,3,2868.47,0.07212022035389176,10,0.13995401553977016,0.421473069622299,956.16,46.27,5.97
CUST_0059,C,44,M,Beauty,0,46494.25,69,15,49,1362.96,0.72651500405276,1,0.09790243789883218,0.7008947345402341,27.82,4174.07,118.68
CUST_0060,A,61,F,Clothing,3,181089.72,84,24,71,12282.22,0.0940142286978312,13,0.03166748351581495,0.5659464960576789,172.99,34881.5,148.49
CUST_0061,D,43,F,Grocery,0,102090.26,33,278,1,3367.49,0.025652487545405483,11,0.26993415323906983,0.39311047157954165,3367.49,12.07,10.22
CUST_0062,B,52,F,Books,3,50644.82,37,78,9,234.57,0.24057087975783029,1,0.11516031282034508,0.543608473916952,26.06,26.72,21.15
CUST_0063,D,26,F,Electronics,3,125054.68,27,254,3,5078.39,0.18636464524243768,5,0.28547958378090454,0.41838807801556355,1692.8,59.75,5.76
CUST_0064,C,28,M,Electronics,5,37667.25,52,25,20,1259.63,0.7219271410727564,5,0.1966375277608712,0.5306830515833357,62.98,968.95,39.61
CUST_0065,E,42,F,Grocery,1,25224.8,61,52,14,144.46,0.6388727475751882,0,0.011501547061149977,0.9519693813724883,10.32,38.16,45.96
CUST_0066,E,48,M,Home,5,16079.31,69,5,22,719.61,0.36139770577770547,1,0.06614881546129842,0.8353161562107811,32.71,2638.57,65.71
CUST_0067,C,44,M,Home,4,38008.33,58,42,25,1682.75,0.811895676776713,4,0.21039671929931197,0.7313369338505596,67.31,978.34,55.01
CUST_0068,D,18,M,Sports,1,119774.86,24,252,5,4060.61,0.10385853111748754,7,0.32573732726256294,0.693213642298121,812.12,80.25,21.26
CUST_0069,A,41,F,Clothing,1,203216.92,93,2,39,5855.0,0.0071452915153961604,8,0.01221075980086155,0.6775423540000322,150.13,76115.0,138.55
CUST_0070,D,45,M,Electronics,1,95404.91,31,199,1,7532.72,0.1890463099025306,8,0.35057312993191553,0.39675218315899435,7532.72,37.66,7.44
CUST_0071,D,32,F,Books,0,128695.72,29,336,5,3546.76,0.05149980759055674,9,0.271335582512825,0.4582902289044003,709.35,52.62,19.46
CUST_0072,A,35,F,Grocery,0,100524.6,95,28,78,7478.03,0.0,13,0.014677641805038243,0.5268495324335933,95.87,20113.32,170.11
CUST_0073,D,38,F,Clothing,0,137291.9,22,297,4,4926.86,0.05215402750915723,3,0.2927587677304753,0.5299950243602475,1231.71,66.13,18.94
CUST_0074,C,42,F,Grocery,3,24730.99,69,13,48,2483.58,0.6629685270319094,6,0.24290198736025037,0.7241027199013375,51.74,8515.13,109.17
CUST_0075,B,42,F,Books,1,57033.14,57,148,7,761.59,0.24595180125902805,1,0.08745486969798444,0.28847044736342997,108.8,35.78,17.45
CUST_0076,A,28,F,Grocery,1,156249.17,87,17,56,13669.01,0.06145291609925757,6,0.011208266867017026,0.7201759277368646,244.09,42525.81,129.29
CUST_0077,D,36,F,Beauty,2,115287.38,34,250,3,1822.89,0.10846084171782305,5,0.24886330298540313,0.5560849585948753,607.63,21.79,11.52
CUST_0078,B,18,F,Grocery,0,52005.84,51,83,9,248.69,0.29048092228339495,0,0.060262415554449986,0.5399028023389176,27.63,26.65,30.0
CUST_0079,A,43,M,Clothing,3,103902.97,88,26,68,8911.07,0.0344674204164591,11,0.0350144617096385,0.527700038713499,131.05,22442.69,141.4
CUST_0080,E,18,F,Books,0,18814.86,70,44,10,547.97,0.49458447603856304,1,0.02717924393152731,0.7352967754024885,54.8,121.77,36.98
CUST_0081,A,33,F,Beauty,1,101457.36,100,19,69,9955.59,0.04048400435002812,12,0.019679082817023106,0.5236589331771773,144.28,34346.79,150.74
CUST_0082,B,22,F,Sports,2,50444.43,57,108,5,398.06,0.32665972130716675,1,0.1371357674422741,0.19147519546777764,79.61,18.26,8.76
CUST_0083,D,60,F,Grocery,0,135725.22,35,328,2,4559.69,0.1460157059352426,7,0.29545401445319014,0.5884519106858315,2279.84,27.72,16.07
CUST_0084,D,46,F,Home,4,84532.8,22,287,3,2859.71,0.13212954392614587,6,0.2846865240205345,0.6402890234149002,953.24,29.79,7.15
CUST_0085,D,32,F,Beauty,2,106257.98,31,347,1,987.12,0.07032054835151715,10,0.20944756799342235,0.5352449485822419,987.12,2.84,6.99
CUST_0086,D,32,M,Sports,1,135168.38,25,249,5,4444.54,0.06535669975317174,3,0.167612577917919,0.644746596772427,888.91,88.89,20.3
CUST_0087,E,44,M,Clothing,0,34941.85,76,10,13,385.76,0.6907693776580855,0,0.0212554268592903,0.7417834243262073,29.67,455.9,50.84
CUST_0088,B,48,F,Grocery,0,41342.97,62,79,8,917.32,0.40154702207891235,1,0.12756782558146712,0.37827784548634386,114.66,91.73,24.83
CUST_0089,A,50,M,Sports,0,168567.24,98,7,80,7548.71,0.009435363495527609,6,0.008308368465200822,0.5144906970598672,94.36,75487.1,184.58
CUST_0090,D,44,F,Clothing,1,98406.75,12,178,5,7172.93,0.1558672855485754,4,0.17670728774868955,0.5071944504638807,1434.59,200.36,17.71
CUST_0091,D,69,M,Sports,3,140685.92,29,178,5,5951.25,0.16681545424291558,3,0.21598017310488993,0.3519538369390673,1190.25,166.24,8.6
CUST_0092,E,32,F,Grocery,3,29475.44,92,1,19,303.4,0.6913979699960403,2,0.04841956786724895,0.7469239065567062,15.97,2882.3,143.94
CUST_0093,A,49,F,Beauty,2,193553.6,91,23,49,12713.17,0.07661837762887601,11,0.01689017523554053,0.739279314092263,259.45,25956.06,111.13
CUST_0094,A,45,F,Sports,3,151838.88,96,5,54,5758.63,0.043127906146010794,12,0.006811292898580946,0.6446378227957421,106.64,51827.67,131.89
CUST_0095,E,37,F,Home,0,23975.4,79,28,9,601.68,0.6071880676879435,0,0.039662126772014,0.8047354097576205,66.85,186.73,37.67
CUST_0096,E,18,F,Grocery,2,27870.77,60,17,10,400.56,0.7035319260938555,1,0.1044586191846289,0.7463009398563858,40.06,222.53,34.81
CUST_0097,B,44,F,Electronics,5,58965.49,62,70,5,1060.83,0.39450750721678257,0,0.14302620229213553,0.2768152460652675,212.17,74.71,1.96
CUST_0098,C,32,M,Home,0,40832.91,54,9,36,3087.18,0.8116048157680973,5,0.2244053883964181,0.4002217058397386,85.76,11113.85,91.12
CUST_0099,D,27,M,Beauty,4,144107.11,9,327,3,5239.4,0.042942265470966655,8,0.3126884483207794,0.2909732656895288,1746.47,47.92,0.13
CUST_0100,E,55,F,Clothing,2,31926.35,71,24,11,415.93,0.3737198510787014,1,0.06840392441178043,0.7847191368660205,37.81,183.01,35.86
CUST_0101,C,53,M,Clothing,1,25197.25,64,30,40,2204.88,0.9235220199742329,6,0.2176569838848625,0.7749879480952315,55.12,2845.01,95.83
CUST_0102,C,53,M,Home,0,43732.9,69,17,26,1429.0,0.6603225916960188,7,0.1370249991395433,0.8347931198106292,54.96,2064.11,74.58
CUST_0103,B,48,M,Clothing,0,30143.21,60,168,3,215.43,0.4666769870520439,1,0.0600641240969297,0.3205187538456194,71.81,3.82,13.01
CUST_0104,D,39,F,Grocery,4,92472.62,15,178,2,7324.55,0.12465810465350427,7,0.31811784281592753,0.31218464421744374,3662.28,81.84,0.0
CUST_0105,A,53,M,Home,1,143468.32,84,15,30,10280.48,0.009112634047709811,6,0.051553944895620235,0.6051421751997194,342.68,19275.9,75.77
CUST_0106,B,53,F,Home,0,56338.14,55,135,12,918.48,0.49731054126244845,0,0.12057855592256642,0.29491092585688905,76.54,81.04,30.64
CUST_0107,B,46,F,Books,1,38133.22,46,148,5,113.42,0.4288462896646477,1,0.08118678536008485,0.578603542819956,22.68,3.81,19.25
CUST_0108,A,58,F,Sports,0,103910.96,95,22,36,4196.93,0.06846326318681419,10,0.023434101809293492,0.6723776200784245,116.58,6569.11,89.99
CUST_0109,B,56,F,Home,2,48525.63,47,119,6,609.94,0.30346687810996453,1,0.14053539769525822,0.5096637633559898,101.66,30.5,17.03
CUST_0110,B,59,F,Home,3,57747.76,54,104,10,441.25,0.3631884028291301,1,0.1404083540952552,0.3855012328646246,44.12,42.02,19.67
CUST_0111,B,18,M,Electronics,0,50771.59,33,103,6,418.67,0.5014018848140301,2,0.060686942612492564,0.342322437324354,69.78,24.15,19.82
CUST_0112,D,31,M,Home,3,137976.01,32,182,2,2351.64,0.14323263735066197,7,0.2718565003860215,0.6519664118543027,1175.82,25.7,8.59
CUST_0113,C,53,F,Grocery,0,27222.78,41,21,63,927.21,0.6121054341712232,5,0.1748330478685012,0.4127165738711303,14.72,2655.19,139.02
CUST_0114,E,48,F,Home,0,23639.25,84,33,21,630.46,0.28287364672648574,1,0.05947668102001045,0.8585668377292522,30.02,389.4,62.2
CUST_0115,B,31,F,Grocery,2,48759.45,36,70,12,367.47,0.4108743754909194,1,0.10348882697851047,0.2306131442125217,30.62,62.11,24.04
CUST_0116,A,18,F,Clothing,3,203433.14,77,11,69,11298.55,0.0662655456855912,13,0.04677216720338697,0.47823322800552565,163.75,64966.66,147.66
CUST_0117,C,47,M,Electronics,1,35286.37,49,5,52,2671.11,0.9486581123651524,2,0.2059003149286132,0.3349746442855231,51.37,23149.62,127.7
CUST_0118,C,38,F,Beauty,0,45428.62,55,32,55,2216.05,0.7812403758574198,5,0.22670399232837046,0.5929243851698041,40.29,3693.42,124.98
CUST_0119,A,53,F,Clothing,4,150657.49,82,6,55,3169.24,0.07236539177668604,13,0.004933088632599809,0.5268717308843567,57.62,24901.17,125.2
CUST_0120,D,24,M,Grocery,3,148515.69,20,316,2,2078.96,0.12323768634082276,10,0.14381272264523062,0.4314355986527026,1039.48,13.12,3.95
CUST_0121,E,51,M,Grocery,2,14955.5,87,55,22,664.56,0.6798852224244526,1,0.06160745132583847,0.9004254670116361,30.21,261.08,57.83
CUST_0122,C,44,F,Clothing,4,44056.82,46,19,57,2870.48,0.7116001396941184,4,0.2677404900851964,0.6747875161761707,50.36,8180.87,120.76
CUST_0123,C,21,M,Clothing,1,26571.21,40,40,27,2764.54,0.6239309568573175,4,0.1744598469868123,0.5576562661610052,102.39,1820.55,64.65
CUST_0124,B,31,M,Clothing,0,58032.73,59,125,7,491.48,0.33988827241086134,2,0.13888336098222837,0.4956238838500981,70.21,27.3,24.71
CUST_0125,A,65,F,Grocery,0,155169.53,79,21,68,6038.52,0.06962474098554644,11,0.030968069231178688,0.4531713463468016,88.8,18664.52,149.83
CUST_0126,D,54,M,Books,2,97915.37,29,277,3,2829.13,0.09854808328456503,9,0.40565039524773344,0.37247084458234775,943.04,30.53,7.81
CUST_0127,B,52,F,Electronics,1,45318.29,65,140,10,1053.23,0.3339929190262907,1,0.1387759056206935,0.5526599777803177,105.32,74.7,28.77
CUST_0128,B,60,F,Books,5,42272.26,41,112,2,755.52,0.4366679250000566,2,0.12932091899140297,0.2547057478153379,377.76,13.37,0.0
CUST_0129,C,46,F,Books,1,46791.86,48,5,54,830.56,0.80268292552187,5,0.1482462881662212,0.5404897712279105,15.38,7475.04,135.81
CUST_0130,A,44,M,Beauty,1,152776.19,87,17,46,8664.86,0.09498134353148695,13,0.04630907643009002,0.6231698397929839,188.37,22143.53,107.35
CUST_0131,E,18,F,Grocery,0,31272.1,97,49,17,661.24,0.32440416766039043,0,0.016557660172895703,0.8244934036100143,38.9,224.82,52.53
CUST_0132,E,36,F,Sports,1,20971.94,73,45,23,547.44,0.7980935782624267,1,0.060537888701361245,0.7638205187907127,23.8,273.72,60.5
CUST_0133,B,24,F,Grocery,2,40970.73,33,130,7,442.02,0.22213531335720382,1,0.11539640060958095,0.28244395693789376,63.15,23.62,14.42
CUST_0134,B,54,F,Home,0,56789.49,46,121,9,450.54,0.34960058662917143,2,0.06375558946119467,0.5294317137879477,50.06,33.24,29.42
CUST_0135,B,41,F,Electronics,1,32625.43,55,72,12,947.33,0.34061078327462113,0,0.09073587506415604,0.534414320139494,78.94,155.73,33.08
CUST_0136,C,50,F,Clothing,0,32257.09,39,27,19,1550.29,0.8108358129957561,7,0.3087850675778755,0.39739432982685746,81.59,1051.98,49.65
CUST_0137,E,75,M,Beauty,1,23030.6,67,24,21,761.61,0.6445478301349428,1,0.04446299861960266,0.7095356499051289,36.27,639.75,57.36
CUST_0138,E,30,M,Books,3,20624.48,89,9,24,514.32,0.40361269597597127,1,0.060790415416455065,0.878483795242748,21.43,1234.37,67.68
CUST_0139,D,36,M,Home,0,145179.93,29,305,3,4730.77,0.16481987522014216,6,0.2671118319749157,0.6175540650235636,1576.92,46.38,18.68
CUST_0140,D,18,M,Home,5,70828.99,28,211,4,5911.16,0.09431831105488289,3,0.30335109485628614,0.40002063290208767,1477.79,111.53,1.47
CUST_0141,C,53,M,Books,0,47966.56,59,35,56,1734.67,0.6664438473448532,6,0.1111039828861613,0.5895918972117536,30.98,2698.38,126.65
CUST_0142,A,58,F,Clothing,7,142705.63,89,22,33,5940.68,0.05472675604495925,5,0.039758963247242284,0.5045473813147696,180.02,8523.58,59.64
CUST_0143,D,32,F,Electronics,5,81786.04,21,237,2,6420.07,0.10256749124822727,8,0.35542126946837876,0.5013067204457238,3210.04,53.95,0.0
CUST_0144,B,34,F,Sports,2,49157.58,47,63,5,1026.26,0.37883935176152894,2,0.05813864070803165,0.4868002272034872,205.25,80.18,15.32
CUST_0145,D,23,M,Clothing,0,83210.83,16,188,4,4254.99,0.11331012548809494,6,0.2963460493696031,0.5794325081589441,1063.75,90.05,20.12
CUST_0146,B,40,M,Home,1,39201.53,64,111,9,511.28,0.21138631779289596,0,0.058591160147334544,0.329418619799691,56.81,41.08,22.49
CUST_0147,B,28,M,Electronics,0,43183.47,56,172,9,797.93,0.3804025868091093,0,0.114904055765488,0.5628048376050905,88.66,41.51,29.84
CUST_0148,C,62,F,Home,3,22367.47,48,24,55,1511.92,0.6304282491438858,5,0.21139127079041845,0.7813983659390866,27.49,3326.22,120.79
CUST_0149,A,33,M,Beauty,1,118012.69,84,19,71,6528.72,0.04473243794670113,6,0.04580997030382403,0.485966745127647,91.95,23176.96,153.98
CUST_0150,A,52,M,Grocery,5,122617.49,98,4,44,13234.11,0.06768160866443539,7,0.005106275060259969,0.7358401149958897,300.78,116460.17,112.72
CUST_0151,D,36,F,Sports,3,88865.09,22,218,5,2945.94,0.20811829237039547,5,0.3958027180317919,0.6654354298780467,589.19,67.26,14.77
CUST_0152,C,26,M,Books,4,43798.47,51,1,24,1903.47,0.7803143555585486,3,0.12540359690960837,0.6592462394491334,79.31,22841.64,149.18
CUST_0153,B,41,F,Clothing,2,47138.42,37,160,6,817.14,0.4338073737242676,1,0.0924960670641789,0.47139934011861917,136.19,30.45,16.05
CUST_0154,C,55,F,Books,0,39887.72,39,26,46,1770.04,0.8432926907304275,7,0.18468716185498038,0.44376841123067073,38.48,3015.62,104.72
CUST_0155,A,34,F,Electronics,2,200898.65,78,11,44,11460.84,0.03253597807186727,7,0.009404352706569953,0.6330142327105533,260.47,42023.08,103.75
CUST_0156,A,62,M,Books,3,170233.13,83,18,40,12757.86,0.08977922865751797,11,0.021109949681791373,0.5798829043259298,318.95,26858.65,88.15
CUST_0157,B,40,M,Grocery,3,33331.98,59,131,3,332.11,0.3438713254582306,2,0.13188259118689744,0.2302950614086415,110.7,7.55,2.37
CUST_0158,D,28,F,Home,7,78629.31,31,197,2,7044.39,0.08825192903437933,10,0.2711155760117834,0.4566042691093648,3522.2,71.16,0.0
CUST_0159,B,45,F,Grocery,3,38340.9,54,156,5,765.27,0.4877177500688158,2,0.06595398897236926,0.435787461446314,153.05,24.37,10.36
CUST_0160,D,35,F,Beauty,2,113980.58,16,345,5,5063.55,0.11656019670706343,3,0.1993134049685664,0.5281588170317618,1012.71,73.17,14.85
CUST_0161,B,67,M,Clothing,4,49612.08,37,101,12,451.89,0.4331681094310812,2,0.059649100620842846,0.4035319792261142,37.66,53.16,21.06
CUST_0162,B,33,M,Sports,7,48281.83,35,65,8,777.32,0.2625833218786151,0,0.1402148666558001,0.31252837466202166,97.16,94.22,2.79
CUST_0163,A,41,F,Beauty,2,177065.4,88,8,38,5233.08,0.033829978312523414,13,0.044144037406300234,0.6844703325978885,137.71,22095.23,96.19
CUST_0164,C,61,M,Clothing,7,21884.15,42,30,32,2549.32,0.6177623341848558,5,0.2339183683339638,0.49688213702620865,79.67,2631.56,56.27
CUST_0165,E,55,F,Clothing,3,17306.5,75,55,22,429.73,0.7730669234525795,1,0.022769873163103034,0.8674942040471475,19.53,168.82,54.17
CUST_0166,D,63,M,Electronics,1,146694.59,15,309,4,4741.73,0.16240739834187687,6,0.40914177347117286,0.41641426184741936,1185.43,61.18,13.65
CUST_0167,E,34,M,Beauty,0,17965.95,70,40,12,360.51,0.44345076244117476,0,0.09094550548030585,0.9935344916597957,30.04,105.52,46.37
CUST_0168,C,57,F,Clothing,0,41704.6,60,12,47,2465.78,0.7800974637527668,5,0.2668813686851304,0.8238963093114795,52.46,8914.74,118.81
CUST_0169,A,56,M,Clothing,0,142061.97,77,2,52,13432.36,0.04261984743107809,14,0.0027937162780797466,0.7109756959307579,258.31,232827.57,168.22
CUST_0170,E,35,F,Grocery,0,14525.01,77,24,18,143.04,0.41552617010162674,1,0.08903032139664085,1.0,7.95,102.99,60.17
CUST_0171,C,43,M,Grocery,1,19877.72,66,18,46,2847.79,0.7468726005709214,7,0.23551494603389705,0.6001462028831357,61.91,6894.65,106.56
CUST_0172,B,26,M,Books,4,35882.51,47,111,4,1096.05,0.23873603245860697,1,0.06607643162954603,0.3229344935795467,274.01,39.14,3.36
CUST_0173,E,32,M,Clothing,2,18717.27,95,12,20,358.61,0.44345989667885843,0,0.06863971915305848,0.986562089228536,17.93,551.71,62.06
CUST_0174,E,35,M,Sports,1,26621.66,73,8,24,783.95,0.4426879480901494,0,0.08400657577097739,0.7395505948873766,32.66,2090.53,72.29
CUST_0175,B,34,M,Beauty,1,58114.62,44,149,12,996.79,0.1969647414383075,2,0.10112460610723328,0.24239159005473543,83.07,79.74,26.52
CUST_0176,C,45,M,Grocery,7,37596.61,58,31,39,2957.87,0.8641162726319702,3,0.09376759546599686,0.782932997095876,75.84,3604.9,75.88
CUST_0177,B,26,F,Beauty,4,38614.58,55,114,13,809.91,0.2735395579454506,0,0.13768991328684296,0.38066240110764027,62.3,91.56,22.49
CUST_0178,C,28,F,Home,1,40645.47,63,3,35,971.83,0.8208140456763284,6,0.24076158738089826,0.42474381241688963,27.77,8503.51,108.83
CUST_0179,B,38,M,Home,2,40907.89,50,117,9,746.57,0.45507988871139204,2,0.1344255746748547,0.5238475341428077,82.95,56.94,23.33
CUST_0180,D,28,F,Home,1,131553.68,11,199,2,4500.45,0.16094619608290117,10,0.35332115894052146,0.7043963767602677,2250.22,45.0,15.59
